City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
702,Ginda,IN,30.6945,78.4932,66.4,60,100,3.8,overcast clouds
703,Ambovombe,MG,-25.1667,46.0833,72.75,78,62,11.59,broken clouds
704,Susanville,US,40.4163,-120.653,53.44,50,0,0,clear sky
705,Ola,RU,59.5833,151.2833,37.15,99,100,7.45,light rain
706,Katherine,AU,-14.4667,132.2667,68.32,52,58,5.75,broken clouds
707,Kasongo-Lunda,CD,-6.4667,16.8167,85.37,51,58,4.03,broken clouds
708,Mareeba,AU,-17,145.4333,65.44,94,11,1.57,few clouds
709,Tuzha,RU,57.6062,47.936,48.61,82,99,10.69,overcast clouds
710,Sinjar,IQ,36.3209,41.8754,85.71,9,0,12.88,clear sky
711,Tabuk,PH,17.4189,121.4443,77.2,90,100,3.49,overcast clouds
712,Shelburne,CA,44.0787,-80.2041,65.23,78,100,18.54,overcast clouds
713,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,78.69,94,100,3.87,overcast clouds
714,Samarai,PG,-10.6167,150.6667,80.71,74,71,11.34,broken clouds
715,Tirumullaivasal,IN,11.2333,79.8333,84.83,74,43,19.69,scattered clouds
716,Vidim,RU,56.4088,103.1106,43.65,87,46,4.54,scattered clouds
717,Dandong,CN,40.1292,124.3947,53.4,84,93,4.23,overcast clouds
718,Brus Laguna,HN,15.75,-84.4833,80.47,81,100,4.34,overcast clouds
719,Armidale,AU,-30.5167,151.65,43.86,96,5,3.67,clear sky
720,Zharkent,KZ,44.1628,80,72.45,56,93,13.47,overcast clouds
721,Shiyan,CN,32.6475,110.7781,74.41,66,100,3.31,overcast clouds
722,Kuybyshevo,RU,47.8123,38.9073,66.7,56,100,16.24,overcast clouds
